Spring 2020,,
College Name,Page Number,
College of Arts and Sciences,1,
College of Engineering and Applied Sciences,103,
"College of Media, Communication and Information",130,
College of Music,142,
Cross-College Programs,159,
Leeds School of Business,162,
Program in Environmental Design,173,
School of Education,175,
School of Law,180,
Note ,,
"This listing was prepared on the basis of the best information available as of November 5, 2019. All information is subject to",,
change.,,
Office of the Registrar,Spring 2020,University of Colorado Boulder
~University of,,Colorado,,Boulder,,Schedule of Classes for Spring 2020,,,,,,,,
College of Arts and Sciences,,,,,,,,,,,,,,
Woodbury 109,,,,,303-492-7885,,,,,,,,,
http://artsandsciences.colorado.edu/,,,,,,,,,,,,,,
Anthropology,,,,,,,,,,,,,,
Hale 350,,,,,303-492-2547,,,,,,,,,
http://www.colorado.edu/Anthropology/,,,,,,,,,,,,,,
Undergraduate,,,,,,,,,,,,,,
DEPT,COURSE,SECTION,SESS,CLASS,CREDITS,COURSE TITLE,CLASS,MEETING TIME,DAYS,BUILDING,ROOM #,INSTRUCTOR NAME,MAX,CAMPUS
,SUBJECT,NUMBER,N,NBR,,COMPONENT,,,,,,,ENR,
PHYS,1120,410,B,19371,0,General Physics 2,REC,10:00 AM - 10:50 AM,T,DUAN G2B63,,28,Main Campus
PHYS,1120,411,B,19372,0,General Physics 2,REC,10:00 AM - 10:50 AM,T,DUAN G2B64,,28,Main Campus
PHYS,1120,412,B,19373,0,General Physics 2,REC,10:00 AM - 10:50 AM,T,DUAN G2B66,,28,Main Campus
PHYS,1120,413,B,19374,0,General Physics 2,REC,11:00 AM - 11:50 AM,T,DUAN G2B60,,28,Main Campus
PHYS,1120,414,B,19375,0,General Physics 2,REC,11:00 AM - 11:50 AM,T,DUAN G2B63,,28,Main Campus
PHYS,1120,415,B,19376,0,General Physics 2,REC,11:00 AM - 11:50 AM,T,DUAN G2B64,,28,Main Campus
PHYS,1120,416,B,19377,0,General Physics 2,REC,11:00 AM - 11:50 AM,T,DUAN G2B66,,28,Main Campus
PHYS,1120,417,B,22359,0,General Physics 2,REC,12:00 PM - 12:50 PM,T,DUAN G2B60,,28,Main Campus
PHYS,1120,418,B,22360,0,General Physics 2,REC,12:00 PM - 12:50 PM,T,DUAN G2B63,,28,Main Campus
PHYS,1120,419,B,22605,0,General Physics 2,REC,12:00 PM - 12:50 PM,T,DUAN G2B64,,28,Main Campus
PHYS,1120,420,B,22606,0,General Physics 2,REC,12:00 PM - 12:50 PM,T,DUAN G2B66,,28,Main Campus
PHYS,1120,421,B,22643,0,General Physics 2,REC,01:00 PM - 01:50 PM,T,DUAN G2B60,,28,Main Campus
PHYS,1120,422,B,22644,0,General Physics 2,REC,01:00 PM - 01:50 PM,T,DUAN G2B63,,28,Main Campus
PHYS,1120,423,B,22993,0,General Physics 2,REC,01:00 PM - 01:50 PM,T,DUAN G2B64,,28,Main Campus
PHYS,1120,424,B,22994,0,General Physics 2,REC,01:00 PM - 01:50 PM,T,DUAN G2B66,,28,Main Campus
Page 76 of 180,,,,,,,,Spring 2020,,,,University of Colorado Boulder,
~University of Colorado,,Boulder,,,,,,,,,,,
PHYS,1120,425,B,23307,0,General Physics 2,REC,02:00 PM - 02:50 PM,T,DUAN G2B60,,28,Main Campus
PHYS,1120,426,B,23308,0,General Physics 2,REC,02:00 PM - 02:50 PM,T,DUAN G2B63,,28,Main Campus
PHYS,1120,427,B,23309,0,General Physics 2,REC,02:00 PM - 02:50 PM,T,DUAN G2B64,,28,Main Campus
PHYS,1120,428,B,23310,0,General Physics 2,REC,02:00 PM - 02:50 PM,T,DUAN G2B66,,28,Main Campus
PHYS,1120,429,B,23311,0,General Physics 2,REC,03:00 PM - 03:50 PM,T,DUAN G2B60,,28,Main Campus
PHYS,1120,430,B,23312,0,General Physics 2,REC,03:00 PM - 03:50 PM,T,DUAN G2B63,,28,Main Campus
PHYS,1120,432,B,23314,0,General Physics 2,REC,03:00 PM - 03:50 PM,T,DUAN G2B66,,28,Main Campus
PHYS,1120,433,B,24089,0,General Physics 2,REC,04:00 PM - 04:50 PM,T,DUAN G2B60,,28,Main Campus
PHYS,1120,434,B,24090,0,General Physics 2,REC,04:00 PM - 04:50 PM,T,DUAN G2B63,,28,Main Campus
PHYS,1125,100,B,24227,4,General Physics 2 for Majors,LEC,09:30 AM - 10:45 AM,TTH,DUAN G1B20,"Betterton,Meredith D",112,Main Campus
PHYS,1125,111,B,24411,4,General Physics 2 for Majors,REC,09:00 AM - 09:50 AM,W,DUAN G2B66,,28,Main Campus
PHYS,1125,112,B,24412,4,General Physics 2 for Majors,REC,10:00 AM - 10:50 AM,W,DUAN G2B66,,28,Main Campus
PHYS,1125,113,B,24413,4,General Physics 2 for Majors,REC,11:00 AM - 11:50 AM,W,DUAN G2B66,,28,Main Campus
PHYS,1125,115,B,24415,4,General Physics 2 for Majors,REC,02:00 PM - 02:50 PM,W,DUAN G2B66,,28,Main Campus
PHYS,1140,100,B,19183,1,Experimental Physics 1,LEC,04:00 PM - 04:50 PM,M,DUAN G1B30,"Cornell,Eric",230,Main Campus
PHYS,1140,200,B,19184,1,Experimental Physics 1,LEC,04:00 PM - 04:50 PM,T,DUAN G1B30,"Cornell,Eric",230,Main Campus
PHYS,1140,300,B,24292,1,Experimental Physics 1,LEC,04:00 PM - 04:50 PM,W,DUAN G1B30,"Cornell,Eric",228,Main Campus
PHYS,1230,1,B,18997,3,Light/Color Nonscientist,LEC,11:00 AM - 12:15 PM,TTH,DUAN G1B30,"Finkelstein,Noah D",150,Main Campus
PHYS,1240,1,B,18998,3,Sound and Music,LEC,03:30 PM - 04:45 PM,TTH,DUAN G1B20,"Rankin,Patricia",150,Main Campus
PHYS,1580,1,B,25454,3,Energy and Interactions,LEC,09:30 AM - 10:45 AM,TTH,EDUC 346,,12,Main Campus
PHYS,1580,2,B,24386,3,Energy and Interactions,LEC,02:00 PM - 03:15 PM,TTH,EDUC 346,,12,Main Campus
PHYS,1580,3,B,24387,3,Energy and Interactions,LEC,03:30 PM - 04:45 PM,TTH,EDUC 346,,12,Main Campus
PHYS,1580,4,B,36378,3,Energy and Interactions,LEC,11:00 AM - 12:15 PM,TTH,EDUC 341,,12,Main Campus
PHYS,2010,100,B,19002,5,General Physics 1,LEC,03:00 PM - 03:50 PM,MWF,DUAN G1B30,"Horanyi,Mihaly",280,Main Campus
PHYS,2010,101,B,19378,5,General Physics 1,LAB,08:00 AM - 09:50 AM,T,DUAN G2B83,,28,Main Campus
PHYS,2010,102,B,19379,5,General Physics 1,LAB,10:00 AM - 11:50 AM,T,DUAN G2B83,,28,Main Campus
PHYS,2010,103,B,19380,5,General Physics 1,LAB,12:00 PM - 01:50 PM,T,DUAN G2B83,,28,Main Campus
PHYS,2010,104,B,19381,5,General Physics 1,LAB,02:00 PM - 03:50 PM,T,DUAN G2B83,,28,Main Campus
PHYS,2010,105,B,19382,5,General Physics 1,LAB,08:00 AM - 09:50 AM,W,DUAN G2B83,,28,Main Campus
PHYS,2010,106,B,19383,5,General Physics 1,LAB,10:00 AM - 11:50 AM,W,DUAN G2B83,,28,Main Campus
PHYS,2010,107,B,19384,5,General Physics 1,LAB,12:00 PM - 01:50 PM,W,DUAN G2B83,,28,Main Campus
PHYS,2010,108,B,19385,5,General Physics 1,LAB,10:00 AM - 11:50 AM,TH,DUAN G2B83,,28,Main Campus
PHYS,2010,109,B,19386,5,General Physics 1,LAB,12:00 PM - 01:50 PM,TH,DUAN G2B83,,28,Main Campus
PHYS,2010,110,B,25271,5,General Physics 1,LAB,02:00 PM - 03:50 PM,TH,DUAN G2B83,,28,Main Campus
PHYS,2020,100,B,19005,5,General Physics 2,LEC,02:00 PM - 02:50 PM,MWF,DUAN G1B20,"West,Colin Gareth",196,Main Campus
PHYS,2020,102,B,19388,5,General Physics 2,LAB,10:00 AM - 11:50 AM,T,DUAN G2B88,,26,Main Campus
PHYS,2020,103,B,19608,5,General Physics 2,LAB,12:00 PM - 01:50 PM,T,DUAN G2B88,,26,Main Campus
PHYS,2020,104,B,19609,5,General Physics 2,LAB,02:00 PM - 03:50 PM,T,DUAN G2B88,,26,Main Campus
PHYS,2020,107,B,19612,5,General Physics 2,LAB,10:00 AM - 11:50 AM,W,DUAN G2B88,,26,Main Campus
PHYS,2020,108,B,19613,5,General Physics 2,LAB,12:00 PM - 01:50 PM,W,DUAN G2B88,,26,Main Campus
PHYS,2020,109,B,19614,5,General Physics 2,LAB,04:00 PM - 05:50 PM,W,DUAN G2B88,,26,Main Campus
PHYS,2020,110,B,19615,5,General Physics 2,LAB,10:00 AM - 11:50 AM,TH,DUAN G2B88,,26,Main Campus
PHYS,2020,111,B,19616,5,General Physics 2,LAB,12:00 PM - 01:50 PM,TH,DUAN G2B88,,0,Main Campus
PHYS,2020,112,B,23120,5,General Physics 2,LAB,02:00 PM - 03:50 PM,TH,DUAN G2B88,,14,Main Campus
PHYS,2130,1,B,19186,3,General Physics 3,LEC,10:00 AM - 10:50 AM,MWF,DUAN G130,"Schibli,Thomas Richard",120,Main Campus
Page 77 of 180,,,,,,,,Spring 2020,,,,University of Colorado Boulder,
~University of Colorado,,Boulder,,,,,,,,,,,,
PHYS,2150,100,B,19580,1,Experimental Physics 2,LEC,04:00 PM - 04:50 PM,M,DUAN G1B20,,"Clark,Noel A",112,Main Campus
PHYS,2150,106,B,24420,1,Experimental Physics 2,LAB,01:00 PM - 02:50 PM,TH,DUAN G2B87,,,16,Main Campus
PHYS,2170,1,B,19585,3,Foundations Mod Physics,LEC,11:00 AM - 11:50 AM,MWF,DUAN G130,,"Litos,Michael",100,Main Campus
PHYS,2210,1,B,21751,3,Class Mech & Math Meth 1,LEC,09:00 AM - 09:50 AM,MWF,ECCR 265,,"Pollock,Steven J",100,Main Campus
PHYS,2210,1,B,21751,3,Class Mech & Math Meth 1,LEC,09:00 AM - 09:50 AM,MWF,ECCR 265,,"Becker,Andreas",100,Main Campus
PHYS,2210,2,B,24423,3,Class Mech & Math Meth 1,LEC,10:00 AM - 10:50 AM,MWF,ECCR 200,,"Becker,Andreas",100,Main Campus
PHYS,2210,2,B,24423,3,Class Mech & Math Meth 1,LEC,10:00 AM - 10:50 AM,MWF,ECCR 200,,"Pollock,Steven J",100,Main Campus
PHYS,2600,1,B,24955,3,Scientific Computing,LEC,03:30 PM - 04:45 PM,TTH,DUAN G125,,"Perepelitsa,Dennis",60,Main Campus
PHYS,3050,1,B,24631,3,Writing in Physics,LEC,03:00 PM - 04:15 PM,MW,DUAN G1B25,,"Wilkerson,Donald H",16,Main Campus
PHYS,3070,1,B,19185,3,Energy & the Environment,LEC,09:00 AM - 09:50 AM,MWF,DUAN G130,,"Wagner,Stephen R",60,Main Campus
PHYS,3090,1,B,31899,3,Intro to Quantum Computing,LEC,02:00 PM - 02:50 PM,MWF,DUAN G130,,"Kolla,Alexandra",60,Main Campus
PHYS,3090,1,B,31899,3,Intro to Quantum Computing,LEC,02:00 PM - 02:50 PM,MWF,DUAN G130,,"Smith,Graeme Stewart Baird",60,Main Campus
PHYS,3210,1,B,24649,3,Class Mech & Math Meth 2,LEC,03:00 PM - 03:50 PM,MWF,DUAN G130,,"Neil,Ethan",80,Main Campus
PHYS,3220,1,B,19189,3,Quantum Mechanics 1,LEC,01:00 PM - 01:50 PM,MWF,DUAN G1B20,,"Nagle,James L",100,Main Campus
PHYS,3221,1,B,24596,1,Quantum 1 Tutorial Pract,PRA,03:00 PM - 03:50 PM,F,DUAN G2B41,,,30,Main Campus
PHYS,3310,1,B,19190,3,Prin Elec-Magnetism 1,LEC,12:00 PM - 12:50 PM,MWF,DUAN G130,,"Wilcox,Bethany Rae",100,Main Campus
PHYS,3320,1,B,19681,3,Prin Elec-Magnetism 2,LEC,10:00 AM - 10:50 AM,MWF,DUAN G1B20,,"Calkins,Michael Andrew",100,Main Campus
PHYS,3330,100,B,19682,2,Electronics Physical Sciences,LEC,01:00 PM - 01:50 PM,TTH,DUAN G125,,"Lee,Minhyea",60,Main Campus
PHYS,3330,100,B,19682,2,Electronics Physical Sciences,LEC,01:00 PM - 01:50 PM,TTH,DUAN G125,,"Kinney,Edward R",60,Main Campus
PHYS,3330,100,B,19682,2,Electronics Physical Sciences,LEC,01:00 PM - 01:50 PM,TTH,DUAN G125,,"Kempf,Sascha",60,Main Campus
PHYS,3330,101,B,19683,2,Electronics Physical Sciences,LAB,02:00 PM - 04:50 PM,T,DUAN G230,,,20,Main Campus
PHYS,3330,102,B,19684,2,Electronics Physical Sciences,LAB,09:00 AM - 11:50 AM,TH,DUAN G230,,,20,Main Campus
PHYS,3330,103,B,23791,2,Electronics Physical Sciences,LAB,02:00 PM - 04:50 PM,TH,DUAN G230,,,20,Main Campus
PHYS,4230,1,B,19685,3,Thermodynam Stat Mech,LEC,03:00 PM - 03:50 PM,MWF,DUAN G125,,"DeWolfe,Oliver M",65,Main Campus
PHYS,4340,1,B,22333,3,Introduction Solid State Phys,LEC,10:00 AM - 10:50 AM,MWF,DUAN G2B47,,"Cao,Gang",35,Main Campus
PHYS,4410,1,B,19686,3,Quantum Mechanics 2,LEC,02:00 PM - 02:50 PM,MWF,BESC 185,,"Parker,Scott E",50,Main Campus
PHYS,4420,1,B,23100,3,Nuclear and Particle Physics,LEC,12:00 PM - 12:50 PM,MWF,DUAN G2B21,,"Ulmer,Keith Arthur",36,Main Campus
PHYS,4430,100,B,22345,3,Advanced Laboratory,LEC,01:00 PM - 01:50 PM,TTH,DUAN G214,,"Pappas,Dave Paul",12,Main Campus
PHYS,4430,100,B,22345,3,Advanced Laboratory,LEC,01:00 PM - 01:50 PM,TTH,DUAN G214,,"Reznik,Dmitry",12,Main Campus
PHYS,4430,101,B,22346,3,Advanced Laboratory,LAB,02:00 PM - 04:50 PM,T,DUAN G214,,"Pappas,Dave Paul",12,Main Campus
PHYS,4430,101,B,22346,3,Advanced Laboratory,LAB,02:00 PM - 04:50 PM,T,DUAN G214,,"Reznik,Dmitry",12,Main Campus
PHYS,4430,200,B,22349,3,Advanced Laboratory,LEC,09:00 AM - 09:50 AM,TTH,DUAN G214,,"Pappas,Dave Paul",12,Main Campus
PHYS,4430,200,B,22349,3,Advanced Laboratory,LEC,09:00 AM - 09:50 AM,TTH,DUAN G214,,"Reznik,Dmitry",12,Main Campus
PHYS,4430,201,B,22350,3,Advanced Laboratory,LAB,10:00 AM - 12:50 PM,T,DUAN G214,,"Reznik,Dmitry",12,Main Campus
PHYS,4430,201,B,22350,3,Advanced Laboratory,LAB,10:00 AM - 12:50 PM,T,DUAN G214,,"Pappas,Dave Paul",12,Main Campus
PHYS,4450,1,B,32250,3,Hist & Philosophy of Physics,LEC,11:00 AM - 12:15 PM,TTH,DUAN G2B47,,"Ritzwoller,Michael H",25,Main Campus
Graduate,,,,,,,,,,,,,,
DEPT,COURSE,SECTION,SESS,CLASS,CREDITS,COURSE TITLE,CLASS,MEETING TIME,DAYS,BUILDING,ROOM #,INSTRUCTOR NAME,MAX,CAMPUS
,SUBJECT,NUMBER,N,NBR,,COMPONENT,,,,,,,ENR,
PHYS,5040,1,B,35587,3,Intermed Math Physics 2,LEC,09:30 AM - 10:45 AM,TTH,DUAN G2B21,,"Hermele,Michael Aaron",15,Main Campus
PHYS,5150,1,B,20026,3,Introductory Plasma Physics,LEC,12:30 PM - 01:45 PM,TTH,DUAN G1B25,,"Uzdensky,Dmitri",10,Main Campus
PHYS,5260,1,B,20027,3,Intro/Quantum Mechanic 2,LEC,02:00 PM - 02:50 PM,MWF,DUAN G125,,"Rey,Ana Maria",65,Main Campus
PHYS,5430,100,B,22347,3,Advanced Laboratory,LEC,01:00 PM - 01:50 PM,TTH,DUAN G214,,"Reznik,Dmitry",8,Main Campus
PHYS,5430,100,B,22347,3,Advanced Laboratory,LEC,01:00 PM - 01:50 PM,TTH,DUAN G214,,"Pappas,Dave Paul",8,Main Campus
PHYS,5430,101,B,22348,3,Advanced Laboratory,LAB,02:00 PM - 04:50 PM,T,DUAN G214,,"Pappas,Dave Paul",2,Main Campus
Page 78 of 180,,,,,,,,Spring 2020,,,,,University of Colorado Boulder,
~University of Colorado,,Boulder,,,,,,,,,,,,
PHYS,5430,101,B,22348,3,Advanced Laboratory,LAB,02:00 PM - 04:50 PM,T,DUAN G214,,"Reznik,Dmitry",2,Main Campus
PHYS,5430,200,B,22351,3,Advanced Laboratory,LEC,09:00 AM - 09:50 AM,TTH,DUAN G214,,"Pappas,Dave Paul",8,Main Campus
PHYS,5430,200,B,22351,3,Advanced Laboratory,LEC,09:00 AM - 09:50 AM,TTH,DUAN G214,,"Reznik,Dmitry",8,Main Campus
PHYS,5430,201,B,22352,3,Advanced Laboratory,LAB,10:00 AM - 12:50 PM,T,DUAN G214,,"Pappas,Dave Paul",2,Main Campus
PHYS,5430,201,B,22352,3,Advanced Laboratory,LAB,10:00 AM - 12:50 PM,T,DUAN G214,,"Reznik,Dmitry",2,Main Campus
PHYS,5450,1,B,32251,3,Hist & Philosophy of Physics,LEC,11:00 AM - 12:15 PM,TTH,DUAN G2B47,,"Ritzwoller,Michael H",5,Main Campus
PHYS,5606,20,B,23771,3,Optical Lab 1,LEC,12:00 PM - 01:50 PM,M,ECEE 265,,,18,Main Campus
PHYS,5606,21,B,23720,3,Optical Lab 1,LAB,05:00 PM - 09:00 PM,T,ECEE 105,,,6,Main Campus
PHYS,5730,1,B,35586,3,Particle Physics,LEC,12:30 PM - 01:45 PM,TTH,DUAN G2B21,,"Marino,Alysia Diane",30,Main Campus
PHYS,5770,1,B,20044,3,Gravitational Theory,LEC,11:00 AM - 11:50 AM,MWF,DUAN G2B21,,"De alwis,Senarath",30,Main Campus
PHYS,6630,1,B,35590,3,Earth and Planetary Physics 3,LEC,02:00 PM - 03:15 PM,TTH,DUAN G2B41,,"Zhong,Shijie",10,Main Campus
PHYS,7230,1,B,23810,3,Statistical Mechanics,LEC,03:00 PM - 03:50 PM,MWF,DUAN G2B47,,"Beale,Paul D",40,Main Campus
PHYS,7250,1,B,35594,3,Quantum Many Body Theory,LEC,09:00 AM - 09:50 AM,MWF,DUAN G1B25,,"Gurarie,Victor Vladimir",20,Main Campus
PHYS,7320,1,B,20045,3,Electromagnetic Theory 2,LEC,01:00 PM - 01:50 PM,MWF,DUAN G125,,"Degrand,Thomas A",65,Main Campus
PHYS,7440,1,B,23520,3,Theory of Solid State,LEC,10:00 AM - 10:50 AM,MWF,DUAN G2B21,,"Nandkishore,Rahul Mahajan",25,Main Campus
PHYS,7550,1,B,35599,3,Atomic and Molecular Spectra,LEC,10:00 AM - 10:50 AM,MWF,DUAN G2B41,"Jaron-Becker,Agnieszka Anna",,30,Main Campus
PHYS,7560,1,B,35596,3,Quantum Optics,LEC,12:30 PM - 01:45 PM,TTH,DUAN G131,,"Kaufman,Adam Micah",36,Main Campus
PHYS,7560,1,B,35596,3,Quantum Optics,LEC,12:30 PM - 01:45 PM,TTH,DUAN G131,,"Thompson,James Karl",36,Main Campus
PHYS,7650,1,B,35598,3,Nonlinear and Nano-Optics,LEC,03:30 PM - 04:45 PM,TTH,DUAN G1B25,,"Raschke,Markus",23,Main Campus
PHYS,7810,1,B,23412,3,Special Topics in Physics,LEC,11:00 AM - 12:15 PM,TTH,DUAN G1B25,,"Glaser,Matthew Arthur",23,Main Campus
PHYS,7810,3,B,24607,3,Special Topics in Physics,LEC,02:00 PM - 03:15 PM,TTH,DUAN G1B25,,"Milic,Ivan",23,Main Campus
PHYS,7820,1,B,19980,3,Topics in Scientific Writing,LEC,03:30 PM - 04:45 PM,TTH,DUAN G1B35,,"Wilkerson,Donald H",16,Main Campus
Political Science,,,,,,,,,,,,,,
Ketchum 106,,,,,303-492-7871,,,,,,,,,
http://polsci.colorado.edu/,,,,,,,,,,,,,,
Undergraduate,,,,,,,,,,,,,,
DEPT,COURSE,SECTION,SESS,CLASS,CREDITS,COURSE TITLE,CLASS,MEETING TIME,DAYS,BUILDING,ROOM #,INSTRUCTOR NAME,MAX,CAMPUS
,SUBJECT,NUMBER,N,NBR,,COMPONENT,,,,,,,ENR,
PSCI,1101,100,B,17943,3,Intro to American Politics,LEC,09:30 AM - 10:20 AM,TTH,MUEN E050,,"Donavan,Janet Lynn",360,Main Campus
PSCI,1101,101,B,18018,3,Intro to American Politics,REC,12:00 PM - 12:50 PM,M,DUAN G131,,"Donavan,Janet Lynn",30,Main Campus
PSCI,1101,102,B,23663,3,Intro to American Politics,REC,12:00 PM - 12:50 PM,W,DUAN G131,,"Donavan,Janet Lynn",30,Main Campus
PSCI,1101,103,B,18019,3,Intro to American Politics,REC,12:00 PM - 12:50 PM,T,ECON 2,,"Donavan,Janet Lynn",30,Main Campus
PSCI,1101,104,B,18021,3,Intro to American Politics,REC,11:00 AM - 11:50 AM,W,HLMS 263,,"Donavan,Janet Lynn",30,Main Campus
PSCI,1101,105,B,18020,3,Intro to American Politics,REC,10:00 AM - 10:50 AM,M,STAD 140,,"Donavan,Janet Lynn",30,Main Campus
PSCI,1101,106,B,23864,3,Intro to American Politics,REC,10:00 AM - 10:50 AM,W,MCOL E186,,"Donavan,Janet Lynn",30,Main Campus
PSCI,1101,107,B,23172,3,Intro to American Politics,REC,09:00 AM - 09:50 AM,M,HLMS 185,,"Donavan,Janet Lynn",30,Main Campus
PSCI,1101,108,B,22727,3,Intro to American Politics,REC,03:30 PM - 04:20 PM,T,DUAN G131,,"Donavan,Janet Lynn",30,Main Campus
PSCI,1101,109,B,21854,3,Intro to American Politics,REC,01:00 PM - 01:50 PM,W,HALE 260,,"Donavan,Janet Lynn",30,Main Campus
PSCI,1101,110,B,23865,3,Intro to American Politics,REC,02:00 PM - 02:50 PM,T,HALE 260,,"Donavan,Janet Lynn",30,Main Campus
PSCI,1101,111,B,24839,3,Intro to American Politics,REC,02:00 PM - 02:50 PM,W,CLUB 13,,"Donavan,Janet Lynn",30,Main Campus
PSCI,1101,112,B,24840,3,Intro to American Politics,REC,12:00 PM - 12:50 PM,T,HALE 236,,"Donavan,Janet Lynn",30,Main Campus
PSCI,2004,10,B,18214,3,Survy/Westrn Pol Thought,LEC,12:30 PM - 01:20 PM,TTH,CHEM 142,,"Ferguson,Michaele Lynne",180,Main Campus
PSCI,2004,11,B,23867,3,Survy/Westrn Pol Thought,REC,09:00 AM - 09:50 AM,W,CLUB 13,,"Ferguson,Michaele Lynne",30,Main Campus
PSCI,2004,12,B,18217,3,Survy/Westrn Pol Thought,REC,11:00 AM - 11:50 AM,M,MUEN E113,,"Ferguson,Michaele Lynne",30,Main Campus
Page 79 of 180,,,,,,,,Spring 2020,,,,,University of Colorado Boulder,
~University of Colorado,,Boulder,,,,,,,,,,,
PSCI,2004,13,B,23868,3,Survy/Westrn Pol Thought,REC,03:00 PM - 03:50 PM,M,GUGG 2,"Ferguson,Michaele Lynne",30,Main Campus
PSCI,2004,14,B,18220,3,Survy/Westrn Pol Thought,REC,10:00 AM - 10:50 AM,M,RAMY N1B31,"Ferguson,Michaele Lynne",30,Main Campus
PSCI,2004,15,B,18221,3,Survy/Westrn Pol Thought,REC,12:00 PM - 12:50 PM,W,CLUB 13,"Ferguson,Michaele Lynne",30,Main Campus
PSCI,2004,16,B,22394,3,Survy/Westrn Pol Thought,REC,03:30 PM - 04:20 PM,T,GUGG 205,"Ferguson,Michaele Lynne",30,Main Campus
PSCI,2004,880,B,35526,3,Survy/Westrn Pol Thought,LEC,12:30 PM - 01:45 PM,TTH,LIBR N424A,"Chadwick,Jeffrey",17,Main Campus
PSCI,2012,100,B,18052,3,Intro/Compar Politics,LEC,10:00 AM - 10:50 AM,MW,MATH 100,"Boulding,Carew Elizabeth",360,Main Campus
PSCI,2012,101,B,30933,3,Intro/Compar Politics,REC,11:00 AM - 11:50 AM,M,GUGG 3,"Boulding,Carew Elizabeth",30,Main Campus
PSCI,2012,102,B,18054,3,Intro/Compar Politics,REC,11:00 AM - 11:50 AM,W,CLUB 4,"Boulding,Carew Elizabeth",30,Main Campus
PSCI,2012,103,B,18057,3,Intro/Compar Politics,REC,03:00 PM - 03:50 PM,W,MUEN E131,"Boulding,Carew Elizabeth",30,Main Campus
PSCI,2012,104,B,18058,3,Intro/Compar Politics,REC,09:00 AM - 09:50 AM,M,HALE 240,"Boulding,Carew Elizabeth",30,Main Campus
PSCI,2012,105,B,18059,3,Intro/Compar Politics,REC,02:00 PM - 02:50 PM,W,DUAN G2B41,"Boulding,Carew Elizabeth",30,Main Campus
PSCI,2012,106,B,18061,3,Intro/Compar Politics,REC,09:00 AM - 09:50 AM,W,GUGG 2,"Boulding,Carew Elizabeth",30,Main Campus
PSCI,2012,107,B,23174,3,Intro/Compar Politics,REC,01:00 PM - 01:50 PM,M,ECON 2,"Boulding,Carew Elizabeth",30,Main Campus
PSCI,2012,108,B,24787,3,Intro/Compar Politics,REC,04:00 PM - 04:50 PM,W,DUAN G2B47,"Boulding,Carew Elizabeth",30,Main Campus
PSCI,2012,109,B,23869,3,Intro/Compar Politics,REC,03:00 PM - 03:50 PM,M,CLUB 4,,30,Main Campus
PSCI,2012,110,B,23173,3,Intro/Compar Politics,REC,01:00 PM - 01:50 PM,T,ECON 2,"Boulding,Carew Elizabeth",30,Main Campus
PSCI,2012,111,B,30932,3,Intro/Compar Politics,REC,10:00 AM - 10:50 AM,F,CASE E220,"Boulding,Carew Elizabeth",30,Main Campus
PSCI,2012,112,B,18053,3,Intro/Compar Politics,REC,11:00 AM - 11:50 AM,M,CLRE 208,"Boulding,Carew Elizabeth",30,Main Campus
PSCI,2075,10,B,22385,3,Quant Research Methods,LEC,01:00 PM - 01:50 PM,MW,VAC 1B20,"Philips,Andrew Quayle",195,Main Campus
PSCI,2075,11,B,22395,3,Quant Research Methods,REC,12:00 PM - 12:50 PM,M,STAD 140,"Sokhey,Anand",25,Main Campus
PSCI,2075,12,B,22396,3,Quant Research Methods,REC,12:00 PM - 12:50 PM,W,STAD 140,"Sokhey,Anand",25,Main Campus
PSCI,2075,13,B,22397,3,Quant Research Methods,REC,03:00 PM - 03:50 PM,W,KTCH 1B44,"Sokhey,Anand",25,Main Campus
PSCI,2075,14,B,22398,3,Quant Research Methods,REC,11:00 AM - 11:50 AM,W,STAD 136C,"Sokhey,Anand",24,Main Campus
PSCI,2075,15,B,23398,3,Quant Research Methods,REC,02:00 PM - 02:50 PM,M,STAD 135,"Sokhey,Anand",24,Main Campus
PSCI,2075,16,B,23467,3,Quant Research Methods,REC,09:00 AM - 09:50 AM,M,STAD 136C,"Sokhey,Anand",24,Main Campus
PSCI,2075,17,B,23871,3,Quant Research Methods,REC,04:00 PM - 04:50 PM,W,KTCH 1B44,"Sokhey,Anand",24,Main Campus
PSCI,2075,18,B,23876,3,Quant Research Methods,REC,11:00 AM - 11:50 AM,M,STAD 136C,"Sokhey,Anand",24,Main Campus
PSCI,2106,1,B,23378,3,Intr/Public Policy Analy,LEC,11:00 AM - 12:15 PM,TTH,CLRE 207,"Shepherd,Juliemarie Anjali",80,Main Campus
PSCI,2116,1,B,25120,3,Intro Environmental Policy,LEC,10:00 AM - 10:50 AM,MWF,EDUC 220,"Boyes,Christina Anne",70,Main Campus
PSCI,2116,880,B,35527,3,Intro Environmental Policy,LEC,03:30 PM - 04:45 PM,TTH,LIBR M300D,"Chadwick,Jeffrey",17,Main Campus
PSCI,2223,100,B,18022,3,Intro International Relations,LEC,09:00 AM - 09:50 AM,MW,MATH 100,"Chan,Steve S",396,Main Campus
PSCI,2223,101,B,18023,3,Intro International Relations,REC,12:00 PM - 12:50 PM,M,CLUB 13,"Chan,Steve S",33,Main Campus
PSCI,2223,102,B,18024,3,Intro International Relations,REC,10:00 AM - 10:50 AM,W,MUEN E431,"Chan,Steve S",33,Main Campus
